temperature,humidity,oil_level,gas_value,fault_class
22.62,40.08,12.49,1770.39,4
39.31,47.76,12.21,324.89,1
31.33,31.77,6.71,444.06,0
30.22,52.95,22.94,1.47,0
27.02,58.19,17.01,111.46,0
26.06,79.41,14.39,605.49,2
33.25,77.87,22.28,574.98,2
31.45,30.85,20.31,287.38,0
34.34,70.42,8.44,1398.41,0
32.76,43.98,21.36,709.09,0
28.35,66.66,10.6,1450.81,0
35.28,43.44,16.54,1609.78,4
26.45,30.25,24.65,466.22,0
33.08,75.73,24.83,1176.53,0
24.72,52.89,20.68,1583.34,4
29.66,38.75,12.47,1767.94,4
37.85,60.04,3.63,1770.22,4
28.09,47.35,7.63,792.89,0
32.51,52.47,24.97,1135.78,0
21.73,74.05,12.93,1376.58,0
37.75,80.0,5.54,216.36,0
25.22,58.75,8.51,1263.67,0
23.27,74.06,7.61,1031.95,0
32.22,62.68,24.28,666.33,0
23.87,77.06,3.56,1203.17,0
32.71,77.53,9.63,1467.79,0
27.35,84.66,8.64,571.65,2
21.82,33.53,10.22,1508.66,4
23.18,72.81,21.16,946.36,0
31.19,45.26,20.79,842.26,0
37.9,31.39,12.09,104.6,1
27.9,35.73,24.01,160.18,0
37.35,36.25,7.6,551.91,1
28.12,71.85,4.26,1980.59,4
21.76,77.97,7.47,1166.07,0
26.77,31.56,8.97,342.32,0
38.01,56.24,18.39,542.52,1
26.25,74.26,9.87,1544.4,4
20.42,44.89,22.79,152.68,0
37.03,53.63,22.86,1416.89,0
29.85,74.45,20.29,1611.67,4
26.02,60.92,3.84,954.03,3
28.33,55.8,7.49,482.07,0
24.66,71.04,4.41,605.66,3
26.77,80.32,14.68,1533.14,4
23.87,44.73,6.63,1.73,0
23.27,75.88,22.53,1342.42,0
29.48,60.91,7.45,1674.31,4
29.53,63.66,7.59,1338.79,0
26.21,35.26,20.81,241.84,0
20.06,77.67,6.29,267.63,2
25.33,70.96,21.36,79.73,0
37.85,71.13,17.58,406.74,1
22.96,71.31,22.3,698.43,0
23.56,80.22,24.42,698.73,2
28.27,58.69,5.88,908.16,0
25.62,57.5,6.76,208.94,0
27.48,77.62,20.78,243.88,2
31.87,32.77,19.03,1225.52,0
27.45,41.04,17.1,544.54,0
31.18,69.33,21.81,1729.71,4
38.66,56.01,23.42,410.22,1
29.54,31.17,11.19,1591.22,4
28.6,46.69,20.62,1210.73,0
30.34,78.87,16.4,805.96,2
23.43,33.17,14.24,1425.6,0
22.99,55.84,12.98,1158.75,0
29.56,45.97,11.72,1556.71,4
33.24,77.71,6.38,771.6,2
29.36,33.5,21.53,886.2,0
36.14,68.45,19.56,691.89,1
31.66,63.08,21.24,632.61,0
31.86,35.71,19.87,1044.01,0
34.9,39.51,11.94,395.87,0
27.39,66.89,6.05,1761.7,4
24.92,66.92,10.86,483.93,0
22.46,68.46,4.39,866.82,3
34.38,84.94,9.11,237.15,2
31.74,34.98,13.73,1466.11,0
37.5,71.47,18.04,115.07,1
38.89,45.91,24.35,1617.58,4
32.6,36.11,17.22,1597.19,4
25.21,68.47,20.62,208.69,0
22.62,46.73,6.32,1447.33,0
25.53,38.25,17.23,3.2,0
20.9,39.2,14.86,1079.91,0
39.76,81.79,18.23,247.37,0
36.34,32.94,13.85,201.11,1
30.0,82.35,11.06,1997.05,4
30.29,72.56,21.69,848.65,0
21.46,47.09,20.46,505.81,0
20.88,64.91,23.55,1165.91,0
29.75,72.4,13.73,244.25,0
22.45,82.05,20.5,795.77,2
28.94,74.46,12.09,75.08,0
27.71,37.47,21.31,992.49,0
32.19,58.48,23.37,876.72,0
23.88,34.22,10.15,1169.27,0
23.58,51.4,10.86,1817.81,4
21.28,64.11,3.65,1081.75,0
24.37,36.51,16.5,516.22,0
31.25,74.09,12.68,237.37,0
24.3,42.79,10.84,1923.84,4
24.81,84.32,3.29,1191.3,0
24.62,35.37,15.79,1100.49,0
34.41,67.4,20.4,1531.81,4
37.1,43.37,11.71,1103.29,0
28.18,37.68,6.37,1186.32,0
38.19,38.7,21.87,362.8,1
27.71,67.0,12.69,1390.01,0
20.78,37.99,19.31,446.35,0
37.84,44.49,10.67,758.25,1
35.77,54.16,17.93,523.77,1
26.35,35.25,19.05,861.61,0
26.29,48.41,9.6,621.0,0
36.12,59.84,9.87,137.66,1
35.63,75.41,5.68,326.67,0
26.86,33.12,9.18,1901.37,4
25.88,83.22,16.62,651.32,2
24.72,70.57,14.29,1579.46,4
38.87,43.37,16.06,1040.05,0
34.82,53.03,8.03,1381.46,0
39.15,73.22,19.94,1872.32,4
36.81,83.92,11.15,511.69,0
33.76,48.25,19.53,541.65,0
21.41,70.66,8.98,289.79,0
22.11,30.97,3.03,922.61,3
28.77,61.63,21.21,1781.45,4
29.48,31.25,13.16,1501.34,4
39.98,30.64,15.93,1990.06,4
36.93,55.92,12.59,1189.85,0
27.38,34.25,19.58,1960.35,4
20.28,32.43,5.15,1746.94,4
39.95,71.11,21.47,1345.77,0
29.5,34.34,4.07,449.53,3
20.59,48.43,7.99,232.04,0
39.84,33.03,19.46,232.02,1
22.04,44.36,20.11,244.32,0
32.28,70.89,15.48,450.8,0
28.41,84.34,21.68,971.32,2
39.68,59.36,8.78,1436.8,0
35.47,80.02,23.77,46.92,0
37.74,52.61,6.07,818.59,1
39.83,56.87,23.1,849.98,1
23.59,35.55,3.99,1565.91,4
23.64,81.57,17.99,861.91,2
28.29,60.22,17.18,52.72,0
30.94,49.07,9.32,1152.88,0
32.27,32.46,6.21,359.17,0
34.0,58.97,14.39,1902.46,4
36.09,55.43,22.95,476.69,1
26.26,39.06,24.89,1987.39,4
26.73,62.07,24.39,906.07,0
34.39,46.19,6.04,1074.77,0
39.59,77.98,13.64,32.44,0
32.62,48.35,21.2,653.09,0
33.59,57.02,8.43,591.47,0
23.83,39.48,19.49,378.93,0
38.16,83.25,24.95,1117.4,0
22.91,70.4,11.02,681.69,0
34.2,33.98,16.66,1070.69,0
24.82,65.85,12.0,1441.27,0
26.34,47.44,7.55,356.14,0
27.32,76.55,21.64,1102.91,0
39.28,31.68,24.29,555.77,1
26.65,76.79,22.48,1067.54,0
37.27,45.63,17.71,1592.84,4
35.22,74.97,6.8,434.2,1
36.08,63.37,9.23,1797.72,4
32.22,35.79,18.33,936.95,0
22.35,54.66,14.96,1327.28,0
24.47,39.22,14.33,1101.44,0
24.66,42.34,10.19,1300.84,0
39.0,55.24,17.86,43.38,1
36.86,56.22,3.13,1050.68,0
31.99,80.71,8.41,447.78,2
38.84,82.36,15.28,207.11,0
34.26,56.4,21.1,1737.77,4
26.89,56.93,5.57,720.1,0
24.02,45.25,13.16,1854.69,4
23.01,81.48,21.98,450.08,2
28.12,53.37,11.17,145.12,0
30.18,72.32,15.43,653.61,0
31.27,53.53,14.27,1084.66,0
39.47,44.59,21.65,129.48,1
23.28,77.9,14.06,348.84,2
33.12,55.98,13.02,1232.73,0
39.01,60.07,3.71,1398.82,0
27.22,65.73,11.34,1381.71,0
39.65,78.56,20.85,1826.4,4
34.76,75.62,17.99,1470.57,0
29.55,70.39,13.57,1486.28,0
29.33,35.94,15.07,1744.85,4
38.07,52.51,17.25,1491.78,0
26.56,46.06,6.48,1078.25,0
38.78,75.69,18.57,416.14,0
30.86,39.01,13.33,47.0,0
28.1,52.83,11.38,350.19,0
33.25,83.74,4.5,1592.18,4
21.41,59.86,6.26,1072.35,0
31.72,35.15,14.93,1345.64,0
34.76,60.71,14.6,1881.65,4
36.81,76.99,18.1,135.47,0
37.27,37.84,20.9,345.84,1
30.29,50.31,9.89,392.77,0
27.42,59.54,10.52,1136.48,0
21.93,57.42,23.49,636.39,0
22.18,72.64,22.63,112.73,0
23.33,67.45,8.2,1075.97,0
21.59,78.76,24.38,1433.25,0
36.2,52.62,10.79,463.17,1
30.3,43.68,12.58,1956.86,4
33.64,36.46,7.52,84.63,0
38.49,31.44,17.77,1087.98,0
21.85,61.15,7.56,300.8,0
30.68,49.85,4.97,1673.3,4
33.83,51.09,21.2,1480.55,0
33.42,77.51,19.69,17.28,2
37.48,72.31,21.54,987.41,1
37.22,69.34,20.0,1659.55,4
28.59,74.46,3.96,1706.06,4
21.46,74.2,22.31,198.64,0
25.86,79.27,12.9,1814.2,4
26.35,75.13,15.21,1582.95,4
20.01,65.73,17.73,1049.25,0
34.11,51.82,15.14,369.83,0
20.9,35.42,24.78,498.48,0
37.46,65.66,4.5,235.06,0
26.84,80.6,7.45,1363.19,0
39.03,68.13,3.91,121.1,0
39.73,45.02,17.06,275.11,1
28.6,39.39,8.31,1563.78,4
21.04,38.34,22.76,698.75,0
21.32,40.95,14.72,1862.86,4
35.36,34.04,5.23,1748.14,4
20.27,78.99,22.67,879.37,2
36.09,72.09,16.83,1533.16,4
39.68,47.51,21.35,22.17,1
34.66,48.75,13.16,1942.67,4
20.41,35.98,20.31,522.93,0
34.35,35.79,18.71,578.3,0
30.31,64.88,8.84,1425.4,0
32.51,50.95,20.27,1626.63,4
31.6,57.03,6.02,737.81,0
28.26,63.52,15.58,642.67,0
21.99,81.58,7.26,505.26,2
28.33,84.2,10.64,201.68,2
36.06,37.26,12.34,1035.6,0
23.64,58.06,6.34,971.97,0
31.78,79.18,10.14,113.63,2
20.63,32.77,24.21,671.12,0
21.55,61.1,14.09,413.03,0
35.57,30.62,17.78,1259.13,0
28.9,46.0,19.57,849.58,0
20.11,62.85,20.96,751.69,0
27.36,37.61,8.6,208.61,0
24.02,44.66,24.65,1594.2,4
37.24,67.82,4.39,185.54,0
31.95,78.84,12.25,157.14,2
25.84,49.51,12.08,216.52,0
23.13,75.57,7.39,1742.94,4
30.91,49.14,6.7,437.7,0
27.03,31.88,9.44,945.92,0
25.79,63.91,8.76,1454.1,0
31.21,81.61,3.62,196.35,0
34.39,67.26,22.72,438.36,0
24.72,32.44,13.27,1132.06,0
27.1,42.16,16.96,1345.43,0
24.91,83.18,17.23,378.91,2
35.73,58.01,7.83,95.72,1
28.07,67.48,12.37,1762.29,4
31.29,82.91,10.04,798.94,2
20.35,56.8,16.05,1665.25,4
20.54,72.19,12.13,461.02,0
39.97,48.68,7.38,1480.19,0
25.62,77.47,8.83,992.65,2
39.26,73.34,12.13,1510.62,4
29.96,58.17,4.49,512.81,3
36.48,69.28,14.23,1368.05,0
20.96,37.63,7.85,292.01,0
21.52,59.11,19.6,985.77,0
31.97,58.88,22.75,973.24,0
34.01,31.0,21.84,1819.45,4
38.43,37.28,16.81,618.5,1
38.15,55.7,7.58,1353.24,0
37.45,57.56,19.14,857.92,1
39.04,72.31,9.4,346.57,1
20.39,81.87,23.41,420.13,2
29.49,73.55,24.0,1122.56,0
27.84,72.8,21.8,217.23,0
20.91,75.0,8.0,346.01,2
27.68,34.77,15.75,1387.66,0
29.04,48.18,24.88,1792.55,4
35.67,75.52,11.94,1282.71,0
24.06,54.2,18.8,21.25,0
33.27,38.63,16.2,1179.06,0
30.81,30.67,20.55,472.46,0
27.83,80.42,10.38,284.5,2
21.62,75.1,15.55,939.19,2
22.97,50.56,7.1,392.96,0
29.4,77.35,3.48,1951.77,4
39.24,39.9,5.56,549.69,1
25.66,65.61,22.17,669.05,0
22.26,40.71,14.4,132.07,0
21.55,73.17,8.73,249.93,0
26.77,73.42,3.03,598.54,3
27.69,84.92,16.6,139.6,2
22.2,74.56,14.38,1964.28,4
21.98,63.78,21.08,336.98,0
32.83,69.19,16.92,353.01,0
24.71,49.28,13.02,806.53,0
22.48,61.26,14.24,1831.78,4
33.78,44.35,17.45,1903.87,4
34.89,64.76,13.18,320.28,0
30.04,65.68,15.38,1175.84,0
31.49,52.33,3.6,1495.79,0
24.23,65.6,19.58,647.86,0
34.14,64.65,19.62,974.31,0
20.96,35.32,9.7,1338.27,0
30.65,53.32,5.35,1258.82,0
35.6,47.92,5.98,1726.32,4
37.21,61.66,19.35,1893.24,4
33.63,52.4,8.98,941.07,0
31.86,76.13,23.12,1835.07,4
34.82,70.49,10.77,1641.06,4
23.47,79.52,24.17,1842.1,4
33.06,84.41,4.79,988.1,0
36.51,59.79,17.67,940.34,1
22.43,83.38,13.11,1262.9,0
26.92,52.58,8.1,1033.21,0
30.16,84.11,23.57,328.07,2
23.1,67.59,5.13,576.17,0
31.75,69.42,10.67,1115.56,0
26.79,74.03,16.47,1655.39,4
30.99,49.57,20.51,1912.71,4
34.89,64.99,7.31,63.93,0
37.55,66.84,24.48,1621.22,4
26.02,32.95,12.93,1251.78,0
29.31,58.38,14.42,1569.72,4
22.51,75.72,8.65,1101.95,0
21.05,79.43,11.84,1246.7,0
27.35,56.23,12.58,1426.78,0
28.4,42.14,5.23,883.53,0
35.34,50.26,12.94,726.43,1
38.49,34.77,14.84,1367.91,0
33.86,79.76,16.08,1530.38,4
21.16,61.78,21.77,1323.75,0
39.86,50.69,23.15,1701.63,4
20.53,70.02,11.24,1171.77,0
21.21,45.79,9.7,1893.01,4
27.33,68.75,9.34,46.2,0
24.17,58.29,5.77,1123.25,0
23.25,52.35,8.37,1872.55,4
23.96,47.48,19.17,1942.05,4
26.37,53.03,15.43,1144.89,0
30.86,32.13,11.08,1463.15,0
20.86,50.43,14.83,1133.18,0
29.52,47.1,3.11,571.09,3
39.46,34.95,17.45,1127.52,0
39.43,55.31,6.26,1338.35,0
25.02,49.76,9.74,1182.64,0
31.84,32.1,20.99,1464.97,0
33.29,83.78,9.62,824.62,2
36.47,45.19,14.36,1508.46,4
28.73,52.32,17.44,1902.1,4
35.99,43.46,8.93,1350.48,0
26.71,64.32,3.08,1461.49,0
27.88,49.0,9.06,1632.85,4
20.38,61.07,6.45,1014.56,0
35.94,47.24,4.38,223.55,0
33.04,61.71,3.88,1804.21,4
28.69,75.33,22.25,1944.66,4
29.32,44.45,11.72,1852.44,4
39.83,41.44,8.95,1245.78,0
31.72,80.55,6.13,799.14,2
29.18,45.75,12.35,53.98,0
27.68,37.2,24.3,385.85,0
29.17,44.02,6.96,284.93,0
37.2,31.92,9.07,1165.93,0
32.98,68.63,3.87,578.61,3
23.47,84.67,4.1,1084.26,0
37.12,59.52,11.47,1290.14,0
37.82,38.39,24.89,216.87,1
22.98,41.4,4.17,996.5,3
29.83,77.34,18.86,1991.9,4
36.29,83.88,16.5,461.16,0
32.24,30.15,13.96,1597.44,4
35.46,36.17,5.32,43.56,1
38.8,78.34,9.65,1011.29,0
31.07,58.96,16.51,584.01,0
23.84,68.98,23.51,1860.16,4
30.03,67.02,16.01,1274.09,0
30.1,79.18,5.87,1655.87,4
25.53,65.36,12.06,1797.66,4
36.69,77.95,3.22,917.06,0
30.19,80.32,21.78,1758.17,4
23.73,73.39,12.84,668.31,0
25.41,53.59,9.35,322.63,0
20.43,82.77,6.52,224.11,2
35.14,59.35,4.82,1473.77,0
21.04,56.21,14.93,1008.99,0
27.32,76.31,6.46,595.54,2
36.62,51.54,17.95,140.28,1
25.67,72.19,11.34,1365.55,0
20.51,80.52,9.94,240.43,2
22.16,66.93,24.18,224.06,0
21.89,71.81,21.68,828.42,0
24.65,69.32,12.24,1444.86,0
25.71,61.74,6.48,1838.05,4
24.78,39.83,3.94,1321.06,0
24.53,44.95,23.85,1304.9,0
23.69,38.66,22.36,466.11,0
20.12,60.84,22.17,455.82,0
36.09,80.74,7.63,1011.43,0
29.44,59.17,19.32,976.47,0
33.71,66.82,11.43,1309.41,0
24.64,45.21,14.61,1471.69,0
26.08,80.64,5.74,1050.32,0
37.26,58.12,5.04,737.59,1
32.85,55.76,15.52,686.54,0
33.42,31.96,10.92,1010.53,0
31.26,60.85,6.05,1844.15,4
33.98,59.19,16.02,698.68,0
38.73,59.61,18.81,373.32,1
35.9,30.69,9.04,1699.4,4
23.01,78.36,23.22,1703.24,4
26.25,45.67,21.83,256.0,0
21.83,35.51,11.92,663.01,0
26.4,54.36,19.7,1665.92,4
23.23,81.55,12.88,619.02,2
29.26,44.02,13.29,1257.93,0
31.3,44.55,20.38,1729.82,4
27.54,79.78,15.61,1165.1,0
38.38,59.88,18.43,944.89,1
32.11,46.51,16.84,492.08,0
24.78,37.22,20.33,1028.53,0
24.65,63.83,3.65,1717.29,4
23.46,80.34,22.47,1265.83,0
24.9,36.85,14.58,1641.61,4
28.62,47.45,14.82,810.2,0
28.94,35.91,5.22,1085.74,0
31.06,39.67,8.88,1936.54,4
32.25,64.59,20.05,360.01,0
36.06,50.96,11.55,1278.36,0
37.41,79.81,17.3,1864.12,4
33.53,76.2,24.92,1466.65,0
24.98,63.17,19.64,1174.53,0
32.69,76.85,9.0,716.63,2
33.47,47.8,15.31,1987.51,4
21.87,33.17,18.37,1198.55,0
23.43,54.72,12.24,177.38,0
26.52,51.67,6.63,1940.77,4
21.39,64.83,6.39,1648.9,4
29.06,59.31,16.17,1256.57,0
32.46,43.83,18.87,1058.88,0
39.2,80.8,11.62,958.78,0
20.24,38.92,7.31,489.04,0
24.25,59.07,7.52,752.39,0
29.51,44.0,23.53,502.16,0
23.67,42.19,18.17,784.79,0
22.92,55.83,22.56,1774.44,4
33.66,80.69,18.13,1448.43,0
22.58,42.65,24.56,480.7,0
37.22,67.08,20.39,460.92,1
38.47,36.32,9.74,761.17,1
39.96,53.58,18.29,1727.52,4
21.71,57.13,11.21,351.38,0
25.17,32.53,10.68,1554.32,4
31.25,52.12,6.41,1774.62,4
24.4,32.55,7.81,279.02,0
39.66,32.76,12.45,461.29,1
30.16,83.65,21.05,317.43,2
22.17,70.72,24.12,766.43,0
35.53,45.04,17.47,1336.76,0
28.51,38.92,12.25,764.2,0
38.06,35.63,9.17,57.49,1
20.01,57.19,18.1,589.36,0
20.06,50.13,21.55,1146.94,0
26.13,37.53,14.12,518.32,0
29.96,47.12,6.58,1069.21,0
27.61,69.17,5.88,1332.44,0
34.48,71.52,18.1,1177.51,0
30.11,84.71,11.1,1433.81,0
25.94,30.06,15.56,1269.73,0
28.75,56.64,7.01,902.76,0
23.46,42.7,22.16,244.44,0
23.28,65.53,5.09,545.66,0
37.32,52.41,5.61,1759.5,4
24.8,39.67,10.05,1801.13,4
20.55,44.02,19.38,154.7,0
21.61,35.08,14.25,1996.3,4
30.05,76.07,16.78,1599.33,4
31.67,56.6,5.57,1223.61,0
21.64,36.41,8.63,66.71,0
32.84,74.03,23.68,1597.6,4
28.65,82.17,12.7,1154.14,0
30.22,77.09,19.58,972.13,2
22.67,37.97,15.94,624.12,0
24.26,34.29,22.9,1582.42,4
39.88,53.62,12.76,297.38,1
21.47,80.89,19.01,1852.58,4
36.04,71.28,5.96,1811.8,4
37.32,65.04,22.51,710.8,1
27.96,32.29,17.02,135.73,0
38.73,67.79,22.42,855.58,1
20.73,68.22,24.54,1367.02,0
21.78,41.31,3.78,371.52,3
38.73,63.86,14.5,983.36,1
24.79,50.39,18.94,1688.6,4
29.58,55.54,12.81,1511.72,4
36.19,68.15,13.94,205.28,1
20.41,55.2,16.76,446.71,0
34.46,54.93,10.3,1056.74,0
37.64,38.22,14.51,638.22,1
39.36,42.9,3.38,919.13,0
24.99,84.56,22.63,10.55,2
22.21,45.3,10.92,1924.4,4
27.83,47.72,9.6,796.36,0
39.61,38.29,19.61,1893.79,4
23.48,41.92,16.35,1509.91,4
27.02,43.3,9.13,18.73,0
21.45,66.66,5.82,54.01,0
35.65,77.59,20.42,72.69,0
39.91,69.84,23.5,1674.78,4
23.34,39.34,12.82,780.34,0
35.13,58.29,11.16,180.49,1
24.55,36.07,23.77,845.89,0
37.89,80.79,8.85,935.94,0
20.29,67.41,16.05,294.14,0
23.39,69.33,9.36,261.38,0
35.93,68.11,24.73,158.98,1
28.99,61.47,9.24,1088.45,0
36.87,55.98,15.54,1921.76,4
27.33,63.34,8.06,218.16,0
34.53,50.74,11.07,1782.3,4
27.44,65.08,18.51,1298.32,0
20.33,69.35,18.67,1234.18,0
23.97,40.3,9.76,1634.74,4
35.17,51.58,16.72,107.71,1
37.15,75.74,7.37,1776.88,4
26.89,45.11,13.91,1129.18,0
36.86,62.39,18.27,1947.28,4
28.51,48.45,10.94,1937.82,4
27.15,72.83,6.0,1582.03,4
31.94,72.39,18.12,1137.83,0
34.53,41.03,14.1,1400.9,0
27.33,80.96,17.2,164.15,2
39.88,66.5,21.99,1966.0,4
31.17,49.1,14.74,341.4,0
25.37,73.53,21.41,1285.36,0
31.19,59.76,12.72,810.8,0
20.17,49.87,8.41,710.47,0
38.29,70.7,20.26,547.95,1
20.8,63.36,18.03,595.51,0
27.87,31.02,17.25,1484.84,0
38.33,36.92,12.58,1229.19,0
32.2,43.34,7.55,106.15,0
25.99,57.49,21.17,1089.84,0
34.83,38.89,12.21,1594.6,4
38.55,63.16,7.05,644.68,1
23.53,38.43,7.81,791.83,0
26.79,56.27,11.48,918.75,0
38.4,81.94,8.84,1719.24,4
28.62,32.15,5.63,1390.88,0
31.86,72.47,16.86,1177.85,0
34.07,82.0,19.98,1818.86,4
34.34,84.08,15.65,1690.8,4
25.53,47.92,17.67,189.85,0
36.22,77.63,20.39,536.68,0
28.19,36.64,24.32,34.22,0
28.39,63.57,14.27,628.65,0
22.22,50.07,23.35,670.38,0
37.31,62.72,5.73,1480.29,0
29.49,63.39,14.69,1298.33,0
23.02,45.98,5.64,1493.04,0
29.55,79.5,10.5,1634.81,4
20.03,71.27,8.87,1962.33,4
30.16,58.29,10.35,1350.07,0
33.81,38.26,4.49,1884.1,4
21.4,50.05,3.63,1564.9,4
39.67,47.25,16.32,1279.58,0
34.38,83.98,25.0,1114.49,0
38.68,50.75,8.73,307.12,1
27.7,67.76,15.63,198.82,0
23.75,64.73,18.08,911.09,0
38.05,40.62,21.04,119.43,1
30.92,41.66,13.44,607.31,0
30.81,36.72,4.5,1254.07,0
20.66,70.21,18.36,1260.04,0
29.63,83.29,10.94,14.36,2
28.88,65.37,10.17,286.09,0
26.52,36.86,6.7,450.14,0
22.88,51.93,20.5,1607.52,4
28.78,59.0,14.06,1369.74,0
37.91,49.92,18.49,1653.42,4
34.99,58.09,16.98,621.29,0
39.96,72.35,9.34,1861.88,4
23.56,46.22,24.74,734.18,0
23.37,63.47,22.62,352.39,0
20.21,54.69,21.22,506.06,0
26.07,77.9,13.52,59.46,2
32.74,58.56,20.0,1502.32,4
27.49,80.94,22.74,1397.92,0
28.92,63.98,21.66,1151.55,0
37.54,40.96,3.59,1987.17,4
38.62,53.78,9.89,972.02,1
30.89,62.39,24.23,367.18,0
31.5,60.01,15.29,1336.31,0
27.66,60.39,12.68,1692.17,4
38.31,38.24,24.68,1762.5,4
23.48,51.55,10.27,707.3,0
34.45,50.57,14.84,1250.57,0
29.17,51.54,23.45,245.55,0
27.85,38.49,5.22,359.94,0
25.23,65.4,13.49,1968.24,4
21.94,70.16,9.4,1558.09,4
30.34,68.14,18.52,1997.07,4
24.9,81.83,11.8,1453.47,0
32.02,47.89,13.43,971.64,0
30.9,73.12,8.15,1111.0,0
33.88,70.22,16.85,958.25,0
27.92,77.83,23.12,952.83,2
30.42,55.96,12.03,1188.14,0
31.19,74.78,4.9,691.13,3
37.33,78.97,6.54,598.67,0
33.7,53.28,21.19,1802.07,4
36.13,67.52,21.58,1649.65,4
24.11,33.77,11.97,570.01,0
23.87,69.85,17.61,1193.64,0
33.25,84.26,21.81,116.56,2
31.85,71.01,4.13,1923.0,4
31.28,62.61,6.67,1693.31,4
27.49,44.93,9.23,462.33,0
20.76,44.35,24.94,599.82,0
37.15,56.0,3.49,1379.22,0
22.29,37.7,9.13,1428.55,0
29.52,49.69,12.97,381.15,0
21.26,67.08,10.86,114.7,0
31.37,83.1,7.36,1435.82,0
24.95,30.47,9.03,31.3,0
33.66,43.04,11.19,541.55,0
39.56,48.7,22.94,962.79,1
35.33,33.37,14.16,840.02,1
30.18,73.8,21.16,1277.44,0
37.09,46.18,19.52,1722.38,4
27.97,37.06,20.41,1818.46,4
22.3,31.82,19.64,495.49,0
29.32,71.48,16.41,1324.28,0
33.93,35.66,9.41,965.35,0
39.46,32.08,15.97,122.9,1
27.38,38.96,11.64,820.45,0
21.17,53.09,11.98,1208.15,0
26.94,76.49,13.17,1437.5,0
34.8,40.16,14.05,1883.8,4
30.98,53.31,8.74,837.57,0
25.86,84.84,12.48,1784.95,4
38.34,63.22,20.45,283.42,1
34.9,46.74,3.63,239.02,3
35.51,64.34,21.98,1369.73,0
20.35,70.67,13.46,74.77,0
29.03,39.97,22.3,1637.67,4
38.49,41.73,15.4,1963.15,4
33.87,66.08,14.64,1448.46,0
21.78,59.19,6.17,332.5,0
23.61,60.34,11.03,471.43,0
29.31,32.56,15.56,530.09,0
26.42,43.16,17.6,551.44,0
32.12,40.68,10.04,1545.9,4
30.07,84.83,17.27,1765.32,4
24.64,60.19,24.16,475.1,0
34.53,62.62,19.65,1143.18,0
23.37,38.1,16.97,1449.02,0
25.35,77.25,17.75,447.25,2
28.62,75.59,7.99,322.72,2
23.96,60.8,8.43,805.55,0
38.14,52.27,9.35,134.59,1
28.09,47.77,17.36,44.35,0
29.9,67.7,19.3,1524.2,4
36.48,37.44,7.95,0.05,1
30.46,76.12,3.39,280.14,0
21.38,55.38,18.48,1771.4,4
24.41,69.63,5.61,344.33,0
39.96,52.68,22.46,1690.29,4
29.71,62.06,4.93,1531.41,4
23.22,71.38,23.96,1240.24,0
29.15,38.59,24.99,339.95,0
20.72,76.73,5.04,1840.28,4
29.39,54.54,8.11,986.39,0
27.0,41.31,22.85,889.16,0
20.74,82.36,16.94,803.97,2
27.37,62.8,22.67,204.41,0
36.14,36.25,13.79,836.34,1
32.98,71.78,22.48,1502.07,4
30.85,46.0,21.16,215.45,0
29.22,63.83,7.36,811.05,0
28.75,53.64,10.62,1441.09,0
27.92,33.52,19.07,1308.84,0
27.46,45.7,7.24,1058.04,0
28.87,53.91,13.57,1970.54,4
20.46,65.7,12.27,277.99,0
31.32,48.75,6.21,625.79,0
27.63,32.86,13.36,519.51,0
25.37,49.56,13.45,1997.84,4
25.03,45.57,16.73,721.44,0
20.72,81.76,3.92,1724.7,4
20.19,54.28,19.25,760.65,0
26.55,59.61,12.42,1173.6,0
28.13,47.59,16.44,425.16,0
34.25,58.02,17.91,1749.33,4
30.38,41.65,8.61,465.98,0
34.6,78.77,15.3,1578.06,4
38.2,55.13,19.45,70.21,1
37.23,65.85,10.13,732.68,1
35.12,58.46,16.08,1101.57,0
26.12,36.18,19.56,1632.91,4
38.11,51.34,3.34,274.28,0
32.07,45.12,21.09,1352.36,0
21.6,65.94,11.41,806.94,0
32.93,46.14,19.95,604.64,0
39.59,30.49,22.75,1034.43,0
30.92,79.69,9.56,1802.14,4
38.43,52.76,4.3,1577.95,4
32.63,37.66,7.61,1241.11,0
36.15,54.69,10.07,965.36,1
26.12,51.68,5.38,1169.01,0
27.21,62.02,4.97,1550.4,4
22.33,51.0,21.74,1775.23,4
29.5,47.12,4.03,966.23,3
27.42,66.5,8.32,499.55,0
36.69,53.99,21.73,1466.87,0
27.3,47.92,14.55,1278.7,0
24.94,79.44,7.65,1114.31,0
32.25,48.93,10.81,607.34,0
39.88,58.23,3.47,1841.37,4
28.01,71.41,12.92,497.69,0
37.1,80.54,11.32,1393.03,0
23.56,47.05,6.13,843.65,0
27.55,81.65,7.91,33.65,2
30.34,37.06,14.99,1051.08,0
21.29,49.26,16.63,1093.01,0
26.29,49.51,20.21,560.61,0
25.58,75.94,20.63,1004.58,0
26.48,56.03,17.24,588.81,0
26.34,51.15,6.86,1120.61,0
38.24,40.21,16.14,1943.13,4
29.62,42.79,13.0,1074.13,0
27.9,59.12,19.11,1912.94,4
34.46,60.56,6.49,1701.53,4
25.42,80.09,12.09,123.11,2
22.31,38.0,15.6,933.42,0
28.25,65.14,19.35,1890.04,4
28.94,61.92,7.62,1169.62,0
36.37,30.15,18.78,1517.3,4
25.95,46.07,6.09,759.35,0
35.3,83.99,15.77,337.51,0
